cell_id,p_hotspot_next
3499.0_292.0,0.02194197
3589.0_407.0,0.016365977
3584.0_387.0,0.014425518
3564.0_312.0,0.0139735695
3539.0_322.0,0.012708473
3619.0_287.0,0.011343116
3609.0_197.0,0.010226738
3569.0_312.0,0.009502781
3609.0_307.0,0.006397198
3624.0_257.0,0.0051312894
